id,title,channel_id,channel_name,published_date,description
BLDijPZLK74,When Dogecoin Will START RISING! 🔥 Dogecoin NOT MOVING! *PREDICTION &amp; NEWS*,UC5ObMMzE4zLy7sgNj0xEmUQ,Roger Garcia,2022-06-28T03:15:01Z,Dogecoin has pulled back and setting itself up for and uptrend. Dogecoin has a high level of interest from investors in the crypto ...
W91oAWPctWE,I Survived 24 Hours on Only Dogecoin,UCnmGIkw-KdI0W5siakKPKog,Ryan Trahan,2021-06-04T16:00:29Z,surviving on dogecoin for 24 hours changed my life Follow me on IG @ryantrahan for more fun times ;) gaming channel ...
VQYg_XrKsoQ,DOGECOIN GOING CRAZY!!! MASSIVE CRYPTO UPDATE!!!!! #BITCOIN #DOGECOIN #SHIBAINU,UCo0pfxcIxqqNRY3i_sbesIQ,Myles G Investments,2022-06-27T01:30:43Z,DOGECOIN GOING CRAZY!!! MASSIVE CRYPTO UPDATE!!!!! #BITCOIN #DOGECOIN #shibainu CRYPTO NEWS CRYPTO ...
p3jtJ47lNkY,🚨 BABY DOGECOIN! NOVA QUEIMA DE 50 QUATRILHÕES NA REDE BNB? Crypto News,UCxGhz0Pca11GBuPo13VpDbA,Crypto News,2022-06-29T02:57:46Z,BABY DOGECOIN! NOVA QUEIMA DE 50 QUATRILHÕES NA REDE BNB? Crypto News BABY DOGE COIN A criptomoeda ...
BCQzmZze-RI,DOGECOIN IS DOING WHAT????,UCyzDtZVP6Rlb-Yg3R5rY8Pg,Crypto Daily Trade Signals,2022-06-27T13:00:15Z,DOGECOIN IS DOING WHAT???? * THIS VIDEO IS NOT FINANCIAL ADVISE & FOR EDUCATIONAL PURPOSES ONLY!
Zpnyby4XnyQ,What Elon Musk Just Said About Dogecoin And Why We Should All Pay Attention,UCDmYh9SPzXLf2_NOHR702JQ,CryptoX,2022-06-22T00:07:53Z,Join My Patreon & Discord Community to Become a Smarter Investor! https://www.patreon.com/cryptox_ Email for Business ...
hIvB8_z4J6c,BREAKING NEWS NOW!!  IS FTX BUYING ROBINHOOD?? DOGECOIN BUMP &amp; RUN PATTERN FORMING!!,UCyzDtZVP6Rlb-Yg3R5rY8Pg,Crypto Daily Trade Signals,2022-06-28T04:30:14Z,SHOCKING! WHAT THE HECK IS GOING ON WITH ROBINHOOD & DOGECOIN? * THIS VIDEO IS NOT FINANCIAL ADVISE ...
JpCwXHwXWpA,Dogecoin Shorts Are Running Down &amp; Price is Running Up | Why? | Dogecoin News,UCbu9Jq1ewrfp1ZjCS-aKRQA,David Mitchell Jr,2022-06-26T22:20:10Z,Ledger Nano X Crypto Hardware Wallet & Ledger Nano S Crypto Hardware Wallet https://shop.ledger.com/?r=01f1d3f5672a ...
e6p6IeHVMkQ,DogeCoin ราคาจะขึ้นไป 20 บาท | Crypto เล่า Ep.293,UCrFgjjTCNTppU4lIfQsOONg,IBCOIN,2022-06-27T00:33:00Z,คลิปนี้ผมจะมาวิเคราะห์กราฟ DogeCoin ให้ชม หวังว่าทุกคนคงจะเข้าใจและได้กำไรทุกคนนะ ใครที่ยังไม่มี Binance สมัครได้ที่นี่ ...
WzP87OV3lYU,HOW MUCH WILL 1000 DOGECOIN TOKENS BE WORTH BY 2025? - DOGE Dogecoin Cryptocurrency,UCoKR904WViyqa-h3pI636GA,Crypto Diary,2021-08-25T16:20:41Z,"After this video, you would have learned how much 1000 DOGE will be worth by 2025. Binance (Best platform to start investing): ..."
3m0hAGF0In0,Is Elon Musk Buying Up More DOGE this week?! #dogecoin #doge #crypto #btc #charts #tametheark #trade,UCMH_Sp6qccVo5r58K7Hpmcg,tametheark,2022-06-28T01:17:29Z,Trezor Hard Wallet: https://youtu.be/RL3l7OHpSS4 Join my Trading Discord $50 https://forms.gle/yVtuqX6ur1aXw6ra6 Email: ...
1Tvn0x7B-ZY,"Cty đồng hồ nổi tiếng chấp nhận shiba dogecoin,bitcoin,tại sao shibarium rất đặc biệt,LUNA ????",UCamIqWtswrJSFozqqN81H_g,lam 88 USA,2022-06-29T01:37:43Z,
G8VnXdDCukY,DOGECOIN 🔥 FAKE DOGE RECOVERY! DOGE GOING TO .10? *PREDICTION &amp; NEWS*,UC5ObMMzE4zLy7sgNj0xEmUQ,Roger Garcia,2022-06-27T21:30:01Z,Dogecoin is pulling back on the day as the entire crypto market is pulling back. Dogecoin has seen an increase in trading volume.
Xs0HvTDhRoo,"DOGECOIN, SHIBA INU, + CRYPTO ABOUT TO GO CRAZY!!!! 🚀🚀🚀 #DOGECOIN #SHIBAINU #ETHEREUM",UCo0pfxcIxqqNRY3i_sbesIQ,Myles G Investments,2022-06-24T15:48:51Z,PATREON: MOST PROFITABLE CRYPTO TRADE ALERTS ON THE INTERNET AND MUCH MORE:HTTPS://WWW.PATREON.
Ohss75bXR24,WATCH OUT!!! ELON MUSK IS BUYING DOGECOIN - THESE ARE THE BEST CRYPTOS TO BUY NOW BAR NONE!,UCoMzWLaPjDJBbipihD694pQ,Stock Moe,2022-06-25T20:31:29Z,Up to 11 FREE STOCKS!!! - Moomoo https://j.moomoo.com/006l1U Austrailan Moomoo: https://j.moomoo.com/00k5ws ⚠️6 ...
ZHwPwp_hTOM,I REGRET EVERYTHING.,UCvRP2JVdPZxPqdLFsv_VTmQ,The Dogecoin Millionaire,2022-06-15T06:11:22Z,Get Your DogeCard with my link below https://dogeapp.cc/PH4bpj6oqVRE9irN7 Buy some MUCH WOW merch! (click on the ...
ibLADeqkbu4,✅BOMBA CARDANO Y DOGECOIN! 🚨Criptonoticias Noticias Criptomonedas Hoy 27 junio 2022,UCuCJEQsqun9ZYobkpROIrsQ,HORA CRIPTO,2022-06-27T10:45:02Z,Conviértete en miembro de este canal para disfrutar de ventajas: ...
CNQYz0WV0uc,What Michael Saylor Just Said About Dogecoin And Why We Should All Pay Attention,UCDmYh9SPzXLf2_NOHR702JQ,CryptoX,2022-06-19T01:51:43Z,Email for Business Inquiries: @legend.visuals999@gmail.com Telegram: https://t.me/cryptox7 6 Free Webull Stocks valued up to ...
0c-VR7hcOGM,NEVER SEEN THIS BEFORE!! DOGECOIN JUST DID THIS? LATEST NEWS &amp; UPDATES,UCyzDtZVP6Rlb-Yg3R5rY8Pg,Crypto Daily Trade Signals,2022-06-27T15:30:12Z,HISTORY IN THE MAKING!! DOGECOIN JUST DID THIS? LATEST NEWS & UPDATES * THIS VIDEO IS NOT FINANCIAL ...
vwHLOpp4eVI,BITCOIN BIG URGENT UPDATE🔥🚀DOGECOIN PRICE PREDICTION.CRYPTO NEWS TODAY.,UC5rw3GCUhO4aWLjW5XkqiSw,Crypto King India,2022-06-27T07:57:19Z,Crypto Urgent Update | Top altcoin to Buy Now | Crypto News today | Cryptocurrency VIP CHANNEL ...
Fig7X1rFOJ0,China Sending Dogecoin &amp; Bitcoin To $0 ⚠️ URGENT UPDATE ⚠️,UCXqaGIjJysa810FJKvYvcJQ,Final Stand,2022-06-23T03:40:18Z,URGENT! Join our crypto pick club where many of the biggest picks in crypto history are called early: ...
yvi9YTF2gww,BULLISH CRYPTO NEWS UPDATE!!! 🚀🚀🚀🚀🚀🚀🚀,UCo0pfxcIxqqNRY3i_sbesIQ,Myles G Investments,2022-06-28T00:05:34Z,"FTX CEO BUYING ROBINHOOD, BULLISH CRYPTO NEWS!!!!! CRYPTO UPDATE NEWS TECHNICAL ANALYSIS MARKET ..."
5f2eG2cCJ94,DOGECOIN CAN EXPLODE AT THIS KEY LEVEL FAST!!,UCExKp2RcNi6dv7zhwHXx7dQ,Will Knowledge Crypto,2022-06-26T21:03:12Z,DOGECOIN CAN EXPLODE AT THIS KEY LEVEL FAST!! GET MY BUYS & SELLS FOR CRYPTO! JOIN THE TEAM!
5ExJuCd2cEE,"I just bought $10,000 Worth Of DOGECOIN (here&#39;s why)",UCvRP2JVdPZxPqdLFsv_VTmQ,The Dogecoin Millionaire,2022-05-10T23:14:43Z,Get Your DogeCard with my link below https://dogeapp.cc/PH4bpj6oqVRE9irN7 Buy some MUCH WOW merch! (click on the ...
p3cgfWN45LY,DOGECOIN ZİNCİRİNİ KIRIYOR,UCJ5gxkyh3GghkKPpluUCxIA,Sedat Yılmaz,2022-06-27T07:33:59Z,DOGECOIN IN SON FİYAT HAREKETLİLİKLERİNİ ELE ALDIĞIM BİR DOGECOIN VİDEOSUDUR #dogecoin Aşağıdaki referans ...
c816Q71LuhA,Baby Dogecoin Price Prediction | 🔥 Baby Dogecoin News Today | Baby Dogecoin Prediction | Baby Doge,UCGjDisk65FDwpxUE75CI3gQ,Crypto Career,2022-06-28T15:13:36Z,Baby Dogecoin Price Prediction | Baby Dogecoin News Today | Baby Dogecoin Prediction | Baby Doge Follow me on Social ...
lGFThyFIdEA,Elon Musk Dogecoin LawSuit EXPOSED ⚠️,UCXqaGIjJysa810FJKvYvcJQ,Final Stand,2022-06-24T02:32:04Z,URGENT! Join our crypto pick club where many of the biggest picks in crypto history are called early: ...
uXt8LwpvUrw,"SHIBA INU TO $1.00,  DOGECOIN TO $69,  BTC TO $100k...",UC7YhMpsTq6_mLVUxXXrzFZQ,The Wolf of Youtube,2022-06-23T18:30:50Z,ALERT! URGENT! BIGGEST TRANSFER OF WEALTH SOON! Who wants to their Crypto Portfolio??? Check out my ...
uMDHTGwhW70,DOGECOIN HIT THE FIRST TARGET PRICE! DOGE CREATOR SAID THIS ABOUT DOGECOIN! DO NOT MISS THIS!,UCxGoymtTKiZd_SlSI58rVAA,Money Management,2022-06-28T14:00:21Z,Get 2 Free Stocks on Moomoo when you deposit $1+ (valued up to $7000): https://j.moomoo.com/00e2gO Dogecoin (DOGE) is ...
CFKwvjdyGfo,Dogecoin Storming Back! ⚠️ GET READY ⚠️,UCXqaGIjJysa810FJKvYvcJQ,Final Stand,2022-06-22T04:56:57Z,URGENT! Join our crypto pick club where many of the biggest picks in crypto history are called early: ...
EyOocPGWFX0,The Start of a Dogecoin Rise? 🔥 Dogecoin Needs to Break .10 Next! *PREDICTION &amp; NEWS*,UC5ObMMzE4zLy7sgNj0xEmUQ,Roger Garcia,2022-06-26T21:30:01Z,Dogecoin has pushed up and seen an increase in price. Dogecoin has also seen a rise in bullish momentum and showing signs ...
