id,title,channel_id,channel_name,published_date,description
EBHu3uH63-4,TERRA LUNA CLASSIC HAS NEVER DONE THIS BEFORE.... SHIB LUNC CELSIUS EMERGENCY,UCXt6BmZc4_oNQltw_IEfs4w,Coin Central ,2022-06-29T08:00:10Z,LIKE & SUBSCRIBE For More! Follow me on Twitter! https://twitter.com/SnoKirby - 4000$ BONUS - Trade Crypto Here ...
XdGtY6pw2NA,TERRA LUNA CLASSIC PUMPING AGAIN! ZERO BURNED!,UC3Xr5XFLzBXbK4TBuFlU2WA,My Crypto Journey,2022-06-28T22:30:38Z,TERRA LUNA Bridge from COINBASE EXCHANGE https://youtu.be/Jm3Bgtxwdzk Wallet Website: https://www.terra.money/ ...
JWzBSyogAk0,TERRA LUNA CLASSIC PRICE SURGE! BINANCE WALLET! STARSHIP IMPLEMENTS 1.2% LUNA BURN TAX!,UCCjq3VBK-q0qwykhoclezvg,The Millennial Market,2022-06-28T23:31:21Z,Welcome back to another video as Terra Luna Classic has dropped a zero and is testing support at the $0.0001 price target as we ...
oXwf_UNEJr8,TERRA LUNA SON DAKİKA DO KWON AÇIKLAMASI!🚨LUNC VE LUNA COİN GELECEĞİ?🚨COİNLER VE İDDİALAR HAKKINDA!🚨,UCZXGNg8VnOLUwgMjlfhoj4g,Kriptograt,2022-06-28T14:45:03Z,Bu videomuzda kripto borsalarında oldukça popüler bir coin olan Luna(Terra Luna) coin'i inceledik. Sürekli bir artış sağlayan ve ...
01Y00cDBkIg,POURQUOI TERRA LUNA CLASSIC  &amp; DE L&#39;USTC PUMP VERS LES 1$ 🔥,UC2VJgtSkzVY6PBcFkgzgICw,Mansa Crypto,2022-06-28T22:28:15Z,PARLONS DE TERRA LUNA CLASSIC & DE L'USTC QUI PUMP VERS LES 1$   POURQUOI TERRA LUNA CLASSIC PUMP ?
nfpQwto-69A,TERRA LUNA CLASSIC TO HIT $2.00 TONIGHT!?.... LUNC HUGE NEWS!,UCXt6BmZc4_oNQltw_IEfs4w,Coin Central ,2022-06-28T18:39:35Z,LIKE & SUBSCRIBE For More! Follow me on Twitter! https://twitter.com/SnoKirby - 4000$ BONUS - Trade Crypto Here ...
U9lrH0loAns,What is Terra? UST and LUNA explained with Animations,UCsYYksPHiGqXHPoHI-fm5sg,Whiteboard Crypto,2021-09-06T20:56:43Z,"Terra is an ecosystem of many different things and has many uses, but the main use case is in payment processing and in their ..."
OMrTnF4IPrI,Terra Luna Classic $1 IS HAPPENING! Luna Coin Burn News!,UC0SesdSOSgLERIZSj_FC8wQ,Crypto King,2022-06-28T18:46:33Z,WIN $1000 FREE CRYPTO SIGNING UP TO MEXC WITH MY LINK : https://www.mexc.com/landings/CryptoKing?
jenvzIluyh8,This Could Cause Terra Luna Classic To See A Major Breakout! Last #LUNC Resistance!,UCbnW0mcfnVBkU--SquceUQg,ClayBro,2022-06-29T00:00:14Z,Terra Luna Classic continues to rise in explosive ways and the gains could just be getting started if LUNC pushes higher through ...
Z4ieLSUt_oI,POURQUOI LES 1$ SONT REALISTE POUR TERRA LUNA CLASSIC,UC2VJgtSkzVY6PBcFkgzgICw,Mansa Crypto,2022-06-29T02:41:22Z,NOUS ALLONS ETUDIER 8 PROTOCOLES QUI AIDERONT LUNC A BURN ET EXPLOSER LES 1$   POURQUOI TERRA LUNA ...
RVYJUFPzfF0,TERRA LUNA CLASSIC IS PUMPING!! $LUNC BURN OFFICIALLY STARTED! | 99% Burn Coming!?,UCvzPsIMUfWRsElk8Wj7LbZQ,Radies Rajakulam - Crypto & Passive Income,2022-06-29T03:57:53Z,GET ACCESS TO MY PRIVATE DISCORD FOR ONLY $9 (BUY/SELL ALERTS) ...
jVBHPe1Dn5M,ANONYMOUS ENVIA MENSAJE A DO KWON (TERRA LUNA),UCp-ZKfcSvikkWXOnJpzNXKA,MarcianoFinanzas,2022-06-27T13:57:22Z,MENSAJE OFICIAL DE ANONYMOUS TRADUCIDO POR Marciano Finanzas!
qhaBiwrUeVI,Eugenio In Via Di Gioia - Terra,UCgRIW17q3ZQ2Dibeef9yXgw,EugenioInViaDiVEVO,2022-04-06T12:00:27Z,Ascolta “Terra”: https://vir.lnk.to/terra Segui gli Eugenio in Via Di Gioia su Instagram: ...
HmNb3d5e224,TERRA LUNA CLASSIC EXPLODING ANONYMOUS MESSAGE TO DO KWON (LUNC PRICE PREDICTION),UCMKNTbgym8h_K5IUTWwfP1A,Finance Bro,2022-06-28T16:00:07Z,"In today's video, I go over Terra Luna Classic. Get A FREE Stock With Public   http://pblc.co/itsfinancebro Offer valid for U.S. ..."
uDYOZOK3_Dc,Terra Classic USD (USTC) PUEDE VOLVER A 1$? 🤔​,UC4hSoeQXv0rqjFBkFIID2_A,El Piloto 01 Finanzas,2022-06-28T12:34:30Z,Terra Classic USD (USTC) PUEDE VOLVER A 1$? COMPRA CRIPTOMONEDAS 20% OFF ▻KUCOIN ...
4uGN9efcACw,Tanxugueiras - &quot;Terra&quot; | Benidorm Fest 2022 | La Gran Final,UC4JKB8aJtR-ExRjxawcSr6g,RTVE Música,2022-01-30T00:07:38Z,"El trío de pandeireteiras gallegas Tanxugueiras, interpreta ""Terra"" en la Gran Final del especial del Benidorm Fest: el festival ..."
S2Shyo_62Qc,СРОЧНО! КУПИТЬ ТОКЕНЫ TERRA СЕЙЧАС? ПОСЛЕДНЯЯ ВОЗМОЖНОСТЬ КУПИТЬ LUNA/LUNC!,UCS91wOQIyw6lw9NtGF99Z7A,Crypto Warden,2022-06-28T15:45:01Z,СРОЧНО! КУПИТЬ ТОКЕНЫ TERRA СЕЙЧАС? ПОСЛЕДНЯЯ ВОЗМОЖНОСТЬ КУПИТЬ LUNA/LUNC! ✖Мой телеграмм ...
m8dU7r5TgMY,LUNC WILL DROP A ZERO! TERRA LUNA CLASSIC BULLISH NEWS!,UCI8hkLeh1hXGwi4YKk9X3AA,Oscar Ramos,2022-06-28T17:19:01Z,LUNC WILL DROP A ZERO! TERRA LUNA CLASSIC BULLISH NEWS! ✓ Join the Discord Server and Patreon Fam: Know all my ...
VPgE4MuLXtc,TERRA CLASSIC - LUNAC. MUITAS ESPECULAÇÕES DE QUEIMAS  NÃO ACREDITE EM VALORIZAÇÕES MÁGICAS,UCU5EEzZu6-U8OmaZJezSk8A,Cripto Investimentos,2022-06-28T15:43:43Z,Notícias de queimas mirabolantes da Lunac sem fundamento andam a solto. Tenham cuidado com tais informações. Corretoras ...
7qZMJzo-BaU,TERRA LUNA BACK? 400% PUMP! THIS IS WHY TERRA LUNA &amp; UST PUMPING! BINANCE? BURN? Hmmm....,UC7htv7NaV5LBGnyXcT6n4iQ,AuzSOME Austin,2022-06-28T04:00:03Z,TERRA LUNA BACK? 400% PUMP! THIS IS WHY TERRA LUNA & UST PUMPING! BINANCE? BURN? Hmmm.... What's up ...
8EjVA63Qqg8,TERRA LUNA CLASSIC DROPPED A ZERO PRICE EXPLODING (LUNC PRICE PREDICTION),UCMKNTbgym8h_K5IUTWwfP1A,Finance Bro,2022-06-28T18:00:06Z,"In today's video, I go over Terra Luna Classic. Get A FREE Stock With Public   http://pblc.co/itsfinancebro Offer valid for U.S. ..."
atELW_oyWPE,THE REASON TERRA LUNA CLASSIC IS PUMPING || HUGE BINANCE DEPOSITS,UCKZychZHsAMTFilBlFyrAGA,2Bit Crypto,2022-06-28T13:00:03Z,"Why is terra luna classic pumping. We take a look in this video, People are buying and buyingf BIG !! Check out my latest video ..."
g2Ci6y7NfmE,TERRA LUNA BOĞA!🚀LUNC VE LUNA RALLİSİ HER GÜN HIZLANIYOR!🔥YÜKSELİŞ BU TARİHE KADAR SÜRECEK🚀WORMHOLE🔥,UCZXGNg8VnOLUwgMjlfhoj4g,Kriptograt,2022-06-28T10:45:02Z,Bu videomuzda kripto borsalarında oldukça popüler bir coin olan Luna(Terra Luna) coin'i inceledik. Sürekli bir artış sağlayan ve ...
qYyqw0fir9Y,"Terra Luna Сlassic (Терра Луна Классик) -  VSA обзор цены и прогноз по LUNC, LUNA 2.0, USTC, ANC",UCVCNd9vTjeg8AblIczn80hA,EntryPoint - обзоры крипто и фондового рынка,2022-06-28T11:45:30Z,В данном видео делаю обновленный краткосрочный и долгосрочный VSA прогноз и анализ цены активов Терра Луна: ...
pPXdy58h7BA,TERRA - Inka,UCvYCJjDdkcgeM08SxJZArsw,TERRA,2021-05-13T09:00:16Z,Download / Stream : https://SpinTwistRecords.lnk.to/inka Subscribe for TERRA : https://tinyurl.com/TERRASub Follow TERRA ...
-7f5geIdlhA,WHY is TERRA LUNA CLASSIC &amp; UST PUMPING? TERRA LUNA BURN UPDATE!,UCftxsv8P_Hz32KJuiVQ_0Wg,A Chain of Blocks,2022-06-27T17:56:47Z,WHY IS #LUNA CLASSIC & #UST PUMPING? TERRA LUNA BURN UPDATE! BINANCE to BURN LUNA CLASSIC & USTC?
OajMxwmi88c,ANAVITÓRIA - Terra (visualizer),UChz6hFYw9Qu6iwbEChRfNyA,ANAVITÓRIA,2021-01-01T03:00:03Z,Escute COR: https://ingroov.es/anavitoriacor Siga ANAVITÓRIA: Instagram https://www.instagram.com/anavitoria Twitter ...
t8asxXwxSqA,TERRA PROMETIDA - João Gomes (Digo ou Não Digo),UCIW4y9tEpVmx_iezUVA9blQ,João Gomes Cantor,2022-05-06T01:44:20Z,Essa música faz parte do CD Digo ou Não Digo e está disponível em todas as plataformas musicais: ...
Mn9rh8o2UBA,Terra Luna y Lunc 🧐Niveles en Shiba Y Gmt,UCWkw9Ej7iBLIccCmC7t86eA,"David Fraile - Criptomonedas, Acciones y Bolsa",2022-06-28T12:22:15Z,"Terra Luna ¿Continuará el rebote en Luna? Lunc y Luna se disparaban alza en el mercado Crypto, Nuevos niveles de interés ..."
X02cwwuyqqI,Terra Luna Classic Just Got Some New Utility that BURNS LUNC,UCbnW0mcfnVBkU--SquceUQg,ClayBro,2022-06-28T15:30:11Z,Terra Luna Classic rose over 100% and the community is growing at massive rates! The LUNC Burns and Growth is just getting ...
Cgj-XZ4RvS8,LUNA/LUNC ВТОРОЙ ДЕНЬ РАЛЛИ! КОГДА РОСТ TERRA ОСТАНОВИТСЯ? ПОСЛЕДНИЕ КАТАЛИЗАТОРЫ!,UCS91wOQIyw6lw9NtGF99Z7A,Crypto Warden,2022-06-28T12:00:09Z,LUNA/LUNC ВТОРОЙ ДЕНЬ РАЛЛИ! КОГДА РОСТ TERRA ОСТАНОВИТСЯ? ПОСЛЕДНИЕ КАТАЛИЗАТОРЫ! ✖Мой ...
